reaction	reaction_type	label	raw_idx
[CH3:26][c:30]1[cH:29][cH:28][cH:27][cH:32][cH:31]1.[OH:1][c:2]1[c:3]([O:4][CH3:5])[cH:6][c:7]2[c:8]3[c:9]1-[c:10]1[c:11]([cH:12][c:13]([O:14][CH3:15])[c:16]([O:17][CH3:18])[cH:19]1)[CH2:20][CH:21]3[CH2:22][N:23]([CH3:24])[CH2:25]2>CCO.CCOCC.CN(C)C=O.ClC(Cl)Cl.Cl.[OH-].C[N+](C)(C)c1ccccc1>[O:1]([c:2]1[c:3]([O:4][CH3:5])[cH:6][c:7]2[c:8]3[c:9]1-[c:10]1[c:11]([cH:12][c:13]([O:14][CH3:15])[c:16]([O:17][CH3:18])[cH:19]1)[CH2:20][CH:21]3[CH2:22][N:23]([CH3:24])[CH2:25]2)[CH3:26].[cH:27]1[cH:28][cH:29][cH:30][cH:31][cH:32]1	9	1.7.4	45146
[CH3:12][I:13].[I:1][c:2]1[cH:3][c:4]([CH:5]=[O:6])[cH:7][c:8]([CH3:9])[c:10]1[OH:11]>C1CCOC1>[I:1][c:2]1[cH:3][c:4]([CH:5]=[O:6])[cH:7][c:8]([CH3:9])[c:10]1[O:11][CH3:12].[IH:13]	9	1.7.4	38909
[CH3:13][Si:19]([CH3:18])([CH3:20])[Cl:21].[NH2:1][c:2]1[c:3]([Br:4])[cH:5][c:6]([C:7](/[CH:8]=[CH:9]/[C:10](=[O:11])[OH:12])=[O:14])[cH:15][c:16]1[Br:17]>CO>[CH3:18][SiH:19]([CH3:20])[Cl:21].[NH2:1][c:2]1[c:3]([Br:4])[cH:5][c:6]([C:7](/[CH:8]=[CH:9]/[C:10](=[O:11])[O:12][CH3:13])=[O:14])[cH:15][c:16]1[Br:17]	10	1.7.6	42329
[CH3:11][OH:14].[OH:1][CH2:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][C:8](=[O:9])[OH:10])[cH:12][cH:13]1>>[OH2:14].[OH:1][CH2:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][C:8](=[O:9])[O:10][CH3:11])[cH:12][cH:13]1	10	1.7.6	39412
[C:1]1(=[O:2])[O:3][CH:4]([CH2:5][C:6](=[O:7])[OH:8])[c:10]2[cH:11][cH:12][cH:13][cH:14][c:15]21.[CH3:9][OH:16]>Cl>[C:1]1(=[O:2])[O:3][CH:4]([CH2:5][C:6](=[O:7])[O:8][CH3:9])[c:10]2[cH:11][cH:12][cH:13][cH:14][c:15]21.[OH2:16]	10	1.7.6	39728
[CH3:11][Si:26]([CH3:25])([CH3:27])[CH:28]=[N+:29]=[N-:30].[CH:1]1([O:2][c:3]2[cH:4][c:5](-[c:6]3[cH:7][c:8]([C:9](=[O:10])[OH:12])[cH:13][cH:14][cH:15]3)[cH:16][cH:17][c:18]2[O:19][CH3:20])[CH2:21][CH2:22][CH2:23][CH2:24]1>CO.CCCCCC.C1CCOC1>[CH3:25][SiH:26]([CH3:27])[CH:28]=[N+:29]=[N-:30].[CH:1]1([O:2][c:3]2[cH:4][c:5](-[c:6]3[cH:7][c:8]([C:9]([O:10][CH3:11])=[O:12])[cH:13][cH:14][cH:15]3)[cH:16][cH:17][c:18]2[O:19][CH3:20])[CH2:21][CH2:22][CH2:23][CH2:24]1	10	1.7.6	41753
[C:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)(=[O:8])[CH2:9][C:10](=[S:11])[N:12]1[C@H:13]([C:14](=[O:15])[OH:17])[CH2:18][CH2:19][CH2:20]1.[CH2:16]=[N+:22]=[N-:21]>CO.CC(=O)O>[C:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)(=[O:8])[CH2:9][C:10](=[S:11])[N:12]1[C@H:13]([C:14]([O:15][CH3:16])=[O:17])[CH2:18][CH2:19][CH2:20]1.[N-:21]=[NH2+:22]	10	1.7.6	16204
[C:1]([CH3:2])(=[O:3])[CH2:4][CH2:5][CH2:6][C:7](=[O:8])[OH:10].[CH3:9][OH:11]>Cl>[C:1]([CH3:2])(=[O:3])[CH2:4][CH2:5][CH2:6][C:7]([O:8][CH3:9])=[O:10].[OH2:11]	10	1.7.6	20170
[CH2:15]=[N+:40]=[N-:39].[CH2:1]([CH2:2][CH2:3][CH2:4][CH3:5])[N:6]([C:7](=[O:8])[N:9]1[CH2:10][CH:11]([C:12](=[O:13])[OH:14])[N:16]([C:17]([N:18]([c:19]2[cH:20][cH:21][cH:22][cH:23][cH:24]2)[c:25]2[cH:26][cH:27][cH:28][cH:29][cH:30]2)=[O:31])[CH2:32][CH2:33]1)[CH2:34][CH2:35][CH2:36][CH2:37][CH3:38]>CCOCC>[CH2:1]([CH2:2][CH2:3][CH2:4][CH3:5])[N:6]([C:7](=[O:8])[N:9]1[CH2:10][CH:11]([C:12](=[O:13])[O:14][CH3:15])[N:16]([C:17]([N:18]([c:19]2[cH:20][cH:21][cH:22][cH:23][cH:24]2)[c:25]2[cH:26][cH:27][cH:28][cH:29][cH:30]2)=[O:31])[CH2:32][CH2:33]1)[CH2:34][CH2:35][CH2:36][CH2:37][CH3:38].[N-:39]=[NH2+:40]	10	1.7.6	34713
[C:11](=[O:14])([O-:15])[O-:16].[Cl:1][c:2]1[cH:3][cH:4][c:5]([CH:6]=[O:7])[c:8]([C:9](=[O:10])[OH:12])[cH:13]1>CN(C)C=O.[K+].[K+].CI.CCOCC>[Cl:1][c:2]1[cH:3][cH:4][c:5]([CH:6]=[O:7])[c:8]([C:9]([O:10][CH3:11])=[O:12])[cH:13]1.[OH-:15].[OH-:16].[OH2:14]	10	1.7.6	34734
[C:1]([CH3:2])([CH3:3])([CH3:4])[c:5]1[n:6][n:7][c:8]([N:9]2[C:10](=[O:11])[N:12]([CH3:13])[CH2:14][CH2:15][CH:16]2[OH:17])[s:19]1.[c:18]1([CH3:20])[cH:21][cH:22][cH:23][cH:24][c:25]1[S:26](=[O:27])(=[O:28])[OH:29]>CO>[C:1]([CH3:2])([CH3:3])([CH3:4])[c:5]1[n:6][n:7][c:8]([N:9]2[C:10](=[O:11])[N:12]([CH3:13])[CH2:14][CH2:15][CH:16]2[O:17][CH3:18])[s:19]1.[CH2:21]:[CH:22]:[CH:23]:[CH:24]:[CH:25][S:26](=[O:27])(=[O:28])[OH:29].[CH4:20]	11	1.7.7	17310
[Br:1][c:2]1[cH:3][c:4](-[c:5]2[cH:6][cH:7][c:8](/[C:9](=[CH:10]/[CH2:11][OH:12])[CH3:29])[cH:30][cH:31]2)[cH:32][c:33]([Br:34])[cH:35]1.[c:13]1([OH:36])[cH:14][cH:15][c:16]([CH2:17][C@H:18]([O:19][CH2:20][CH3:21])[C:22](=[O:23])[O:24][CH2:25][CH3:26])[cH:27][cH:28]1>>[Br:1][c:2]1[cH:3][c:4](-[c:5]2[cH:6][cH:7][c:8](/[C:9](=[CH:10]/[CH2:11][O:12][c:13]3[cH:14][cH:15][c:16]([CH2:17][C@H:18]([O:19][CH2:20][CH3:21])[C:22](=[O:23])[O:24][CH2:25][CH3:26])[cH:27][cH:28]3)[CH3:29])[cH:30][cH:31]2)[cH:32][c:33]([Br:34])[cH:35]1.[OH2:36]	11	1.7.7	6530
[C:20]([CH2:21][CH2:22][CH2:23][CH3:24])([OH:25])=[O:30].[CH2:1]([CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH3:10])[c:11]1[s:12][c:13](-[c:14]2[cH:15][c:16]([F:17])[c:18]([OH:19])[cH:26][cH:27]2)[n:28][n:29]1>ClCCl.C(=NC1CCCCC1)=NC1CCCCC1.c1cc(N2CCCC2)ccn1>[CH2:1]([CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH3:10])[c:11]1[s:12][c:13](-[c:14]2[cH:15][c:16]([F:17])[c:18]([O:19][C:20]([CH2:21][CH2:22][CH2:23][CH3:24])=[O:25])[cH:26][cH:27]2)[n:28][n:29]1.[OH2:30]	11	1.7.7	33608
[C:1]([CH3:2])([CH3:3])([CH3:4])[C:5]1([C:6](=[O:7])[OH:8])[S:9][C:10]([C:11](=[O:12])[OH:13])([CH3:14])[CH:15]=[C:16]1[OH:17].[C@@H:18]([c:19]1[c:20]([Cl:21])[cH:22][cH:23][cH:24][cH:25]1)([CH3:26])[OH:27]>C1CCOC1.CCCCP(CCCC)CCCC.CC(C)OC(=O)/N=N/C(=O)OC(C)C>[C:1]([CH3:2])([CH3:3])([CH3:4])[C:5]1([C:6](=[O:7])[OH:8])[S:9][C:10]([C:11](=[O:12])[OH:13])([CH3:14])[CH:15]=[C:16]1[O:17][C@@H:18]([c:19]1[c:20]([Cl:21])[cH:22][cH:23][cH:24][cH:25]1)[CH3:26].[OH2:27]	11	1.7.7	23238
[CH3:1][C:2]([CH3:3])([CH2:4][C:5]([CH3:6])([CH3:7])[OH:15])[c:10]1[c:9]([OH:8])[cH:14][cH:13][cH:12][cH:11]1>O.O=S(=O)(O)O>[CH3:1][C:2]1([CH3:3])[CH2:4][C:5]([CH3:6])([CH3:7])[O:8][c:9]2[c:10]1[cH:11][cH:12][cH:13][cH:14]2.[OH2:15]	11	1.7.7	1391
[Br:2][c:3]1[cH:4][c:5]([F:6])[c:7]([NH:8][c:9]2[n:10][cH:11][n:12][c:13]3[cH:14][c:15]([OH:16])[c:26]([O:27][CH3:28])[cH:29][c:30]23)[cH:31][cH:32]1.[CH2:17]([CH2:18][N:19]1[C:20](=[O:21])[CH2:22][O:23][CH2:24][CH2:25]1)[OH:33].[Cl:1][CH2:35][Cl:34]>CCOC(=O)/N=N/C(=O)OCC.c1ccc(P(c2ccccc2)c2ccccc2)cc1>[Br:2][c:3]1[cH:4][c:5]([F:6])[c:7]([NH:8][c:9]2[n:10][cH:11][n:12][c:13]3[cH:14][c:15]([O:16][CH2:17][CH2:18][N:19]4[C:20](=[O:21])[CH2:22][O:23][CH2:24][CH2:25]4)[c:26]([O:27][CH3:28])[cH:29][c:30]23)[cH:31][cH:32]1.[Cl:34][CH3:35].[ClH:1].[OH2:33]	11	1.7.7	10379
[CH2:1]([CH:2]=[CH2:3])[c:4]1[cH:5][c:6](-[c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[cH:13][cH:14][c:15]1[O:16][CH2:17][CH2:18][CH2:19][OH:20].[c:21]1([OH:36])[cH:22][cH:23][c:24]([CH2:25][C@@H:26]([C:27]([O:28][CH2:29][CH3:30])=[O:31])[O:32][CH3:33])[cH:34][cH:35]1>ClCCl.BrC(Br)(Br)Br.c1ccc(P(c2ccccc2)c2ccccc2)cc1>[CH2:1]([CH:2]=[CH2:3])[c:4]1[cH:5][c:6](-[c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[cH:13][cH:14][c:15]1[O:16][CH2:17][CH2:18][CH2:19][O:20][c:21]1[cH:22][cH:23][c:24]([CH2:25][CH:26]([C:27]([O:28][CH2:29][CH3:30])=[O:31])[O:32][CH3:33])[cH:34][cH:35]1.[OH2:36]	11	1.7.7	30551
[CH2:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[O:8][C:9](=[O:10])[NH:11][C@@H:12]([C@@H:13]([CH3:14])[CH2:15][CH3:16])[C:17](=[O:18])[OH:24].[CH:19]1([OH:25])[CH2:20][CH2:21][CH2:22][CH2:23]1>ClCCl.Cl.CCN=C=NCCCN(C)C>[CH2:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[O:8][C:9](=[O:10])[NH:11][C@@H:12]([C@@H:13]([CH3:14])[CH2:15][CH3:16])[C:17]([O:18][CH:19]1[CH2:20][CH2:21][CH2:22][CH2:23]1)=[O:24].[OH2:25]	11	1.7.7	34677
[CH2:20]([CH2:21][CH2:22][N:23]([CH3:24])[CH3:25])[Cl:30].[F:1][c:2]1[cH:3][c:4]2[c:5]([cH:6][cH:7]1)[CH2:8][CH2:9][CH:10]1[CH2:11][C:12](=[O:13])[N:14]([c:15]3[cH:16][cH:17][c:18]([OH:19])[cH:26][cH:27]3)[N:28]=[C:29]21>>[ClH:30].[F:1][c:2]1[cH:3][c:4]2[c:5]([cH:6][cH:7]1)[CH2:8][CH2:9][CH:10]1[CH2:11][C:12](=[O:13])[N:14]([c:15]3[cH:16][cH:17][c:18]([O:19][CH2:20][CH2:21][CH2:22][N:23]([CH3:24])[CH3:25])[cH:26][cH:27]3)[N:28]=[C:29]21	12	1.7.9	4976
[CH2:1]1[CH2:2][CH2:36][N:37]2[C:34](=[N:33][CH2:32][CH2:31][CH2:38]2)[CH2:35][CH2:3]1.[O:4]=[C:5]([CH2:6][O:7][CH2:8][C:9]#[C:10][CH2:11][N:12]1[C@@H:13](/[CH:14]=[CH:15]/[CH:16]([OH:17])[CH2:18][c:19]2[cH:20][cH:21][cH:22][cH:23][cH:24]2)[CH2:25][CH2:26][CH2:27][C:28]1=[O:29])[OH:30]>CCOC(C)=O.CC(C)=O.CC(C)I>[CH2:31]1[CH2:32][N:33]=[C:34]([CH3:35])[N:37]([CH3:36])[CH2:38]1.[CH:1]([CH3:2])([CH3:3])[O:4][C:5]([CH2:6][O:7][CH2:8][C:9]#[C:10][CH2:11][N:12]1[C@@H:13](/[CH:14]=[CH:15]/[CH:16]([OH:17])[CH2:18][c:19]2[cH:20][cH:21][cH:22][cH:23][cH:24]2)[CH2:25][CH2:26][CH2:27][C:28]1=[O:29])=[O:30]	12	1.7.9	1825
[CH2:1]([CH2:2][CH2:3][O:4][c:5]1[cH:6][c:7]([CH3:8])[c:9]([CH:10]=[O:11])[cH:12][cH:13]1)[I:15].[Cl:14][CH2:19][CH2:18][CH2:17][Br:16]>CC#N.[K+].[K+].Cc1cc(O)ccc1C=O.O=C([O-])[O-]>[Br:16][CH2:17][CH2:18][CH3:19].[CH2:1]([CH2:2][CH2:3][O:4][c:5]1[cH:6][c:7]([CH3:8])[c:9]([CH:10]=[O:11])[cH:12][cH:13]1)[Cl:14].[IH:15]	12	1.7.9	3472
[OH:2][CH:3]1[CH2:4][CH2:5][N:6]([C:7](=[O:8])[O:9][C:10]([CH3:11])([CH3:12])[CH3:13])[CH2:14][CH2:15]1.[c:1]1([Cl:24])[n:16][cH:17][cH:18][c:19]([N+:20](=[O:21])[O-:22])[cH:23]1>[Pd+2].CC(=O)[O-].CC(=O)[O-].Cc1ccccc1.[Cs+].[Cs+].O=C([O-])[O-]>[ClH:24].[c:1]1([O:2][CH:3]2[CH2:4][CH2:5][N:6]([C:7](=[O:8])[O:9][C:10]([CH3:11])([CH3:12])[CH3:13])[CH2:14][CH2:15]2)[n:16][cH:17][cH:18][c:19]([N+:20](=[O:21])[O-:22])[cH:23]1	12	1.7.9	4996
[F:1][C:2]([c:3]1[cH:4][c:5]([NH:6][c:7]2[nH:8][c:9](-[c:10]3[cH:11][cH:12][c:13]([OH:14])[cH:24][cH:25]3)[n:26][n:27]2)[cH:28][cH:29][cH:30]1)([F:31])[F:32].[c:15]1([Cl:33])[cH:16][c:17]([O:18][CH3:19])[n:20][c:21]([NH2:22])[n:23]1>C1COCCO1.[Cs+].[Cs+].CO.O=C([O-])[O-]>[ClH:33].[F:1][C:2]([c:3]1[cH:4][c:5]([NH:6][c:7]2[nH:8][c:9](-[c:10]3[cH:11][cH:12][c:13]([O:14][c:15]4[cH:16][c:17]([O:18][CH3:19])[n:20][c:21]([NH2:22])[n:23]4)[cH:24][cH:25]3)[n:26][n:27]2)[cH:28][cH:29][cH:30]1)([F:31])[F:32]	12	1.7.9	3950
[Br:1][c:2]1[cH:3][c:4]([CH2:5][CH2:6][CH2:7][CH2:8][OH:9])[cH:17][cH:18][cH:19]1.[CH2:10]([CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][Br:16])[Br:20]>[OH-].[Na+].[Br-].CCCC[N+](CCCC)(CCCC)CCCC.O>[Br:1][c:2]1[cH:3][c:4]([CH2:5][CH2:6][CH2:7][CH2:8][O:9][CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][Br:16])[cH:17][cH:18][cH:19]1.[BrH:20]	12	1.7.9	7568
[CH2:11]([CH2:12][CH2:13][CH2:14][CH:15]=[C:16]([F:17])[F:18])[Cl:19].[OH:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][c:7]([Cl:8])[cH:9][cH:10]1>CC#N.C1CCC2=NCCCN2CC1>[ClH:19].[O:1]([C:2](=[O:3])[c:4]1[cH:5][cH:6][c:7]([Cl:8])[cH:9][cH:10]1)[CH2:11][CH2:12][CH2:13][CH2:14][CH:15]=[C:16]([F:17])[F:18]	12	1.7.9	1141
[CH2:9]([CH2:10][O:11][Si:12]([CH3:13])([CH3:14])[C:15]([CH3:16])([CH3:17])[CH3:18])[Br:19].[OH:1][c:2]1[cH:3][cH:4][c:5]([OH:6])[cH:7][cH:8]1>O.CN(C)C=O.Cl.[Cs+].[Cs+].O=C([O-])[O-]>[BrH:19].[O:1]([c:2]1[cH:3][cH:4][c:5]([OH:6])[cH:7][cH:8]1)[CH2:9][CH2:10][O:11][Si:12]([CH3:13])([CH3:14])[C:15]([CH3:16])([CH3:17])[CH3:18]	12	1.7.9	5970
[CH2:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[O:8][C:9](=[O:10])[NH:11][CH2:12][CH2:13][I:21].[SH:14][CH2:15][C@H:16]([NH2:17])[C:18]([OH:19])=[O:20]>CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.CC(C)(C)OC(=O)[C@@H]1CCCN1.NCCSC[C@H](N)C(=O)O.C(=NC1CCCCC1)=NC1CCCCC1>[CH2:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[O:8][C:9](=[O:10])[NH:11][CH2:12][CH2:13][S:14][CH2:15][C@H:16]([NH2:17])[C:18](=[O:19])[OH:20].[IH:21]	13	1.8.5	12412
[F:1][c:2]1[c:3]([O:4][c:5]2[c:6]([NH:7][S:8](=[O:9])(=[O:10])[CH3:11])[cH:12][cH:13][c:14]([SH:15])[cH:25]2)[cH:26][cH:27][c:28]([F:29])[cH:30]1.[c:16]1([Cl:31])[cH:17][cH:18][c:19]([N+:20](=[O:21])[O-:22])[cH:23][cH:24]1>Cc1ccccc1C.[K+].[K+].O=C([O-])[O-]>[ClH:31].[F:1][c:2]1[c:3]([O:4][c:5]2[c:6]([NH:7][S:8](=[O:9])(=[O:10])[CH3:11])[cH:12][cH:13][c:14]([S:15][c:16]3[cH:17][cH:18][c:19]([N+:20](=[O:21])[O-:22])[cH:23][cH:24]3)[cH:25]2)[cH:26][cH:27][c:28]([F:29])[cH:30]1	13	1.8.5	27977
[N:1]1([CH2:2][c:3]2[cH:4][c:5]([O:6][CH2:7]/[CH:8]=[CH:9]\[CH2:10][NH:11][C:12]([CH2:13][CH2:14][CH2:15][Cl:32])=[O:23])[n:24][cH:25][cH:26]2)[CH2:27][CH2:28][CH2:29][CH2:30][CH2:31]1.[SH:16][c:17]1[o:18][c:19]([CH3:20])[n:21][n:22]1>>[ClH:32].[N:1]1([CH2:2][c:3]2[cH:4][c:5]([O:6][CH2:7]/[CH:8]=[CH:9]\[CH2:10][NH:11][C:12]([CH2:13][CH2:14][CH2:15][S:16][c:17]3[o:18][c:19]([CH3:20])[n:21][n:22]3)=[O:23])[n:24][cH:25][cH:26]2)[CH2:27][CH2:28][CH2:29][CH2:30][CH2:31]1	13	1.8.5	35016
[CH2:6]([c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1)[Br:19].[OH:1][c:2]1[n:3][c:4]([SH:5])[n:13][c:14]([CH2:15][CH2:16][CH3:17])[cH:18]1>C1COCCO1.[OH-].[Na+]>[BrH:19].[OH:1][c:2]1[n:3][c:4]([S:5][CH2:6][c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[n:13][c:14]([CH2:15][CH2:16][CH3:17])[cH:18]1	13	1.8.5	25824
[CH3:1][C:2](=[O:3])[NH:4][C@@H:5]([CH2:6][SH:7])[C:17]([OH:18])=[O:19].[c:8]1([F:20])[c:9]([N+:10](=[O:11])[O-:12])[cH:13][cH:14][cH:15][cH:16]1>O.CCO.[Na+].O=C([O-])O>[CH3:1][C:2](=[O:3])[NH:4][C@@H:5]([CH2:6][S:7][c:8]1[c:9]([N+:10](=[O:11])[O-:12])[cH:13][cH:14][cH:15][cH:16]1)[C:17]([OH:18])=[O:19].[FH:20]	13	1.8.5	25223
[CH2:1]([c:2]1[n:3][cH:4][cH:5][c:6]([N+:7](=[O:8])[O-:9])[c:10]1[CH3:11])[Cl:30].[SH:12][c:13]1[n:14][c:15]2[c:16]([nH:17]1)[cH:18][c:19]1[c:20]([cH:21]2)[C:22]([CH3:23])([CH3:24])[C:25](=[O:26])[C:27]1([CH3:28])[CH3:29]>CC(C)=O.[K+].[K+].O=C([O-])[O-]>[CH2:1]([c:2]1[n:3][cH:4][cH:5][c:6]([N+:7](=[O:8])[O-:9])[c:10]1[CH3:11])[S:12][c:13]1[nH:14][c:15]2[c:16]([n:17]1)[cH:18][c:19]1[c:20]([cH:21]2)[C:22]([CH3:23])([CH3:24])[C:25](=[O:26])[C:27]1([CH3:28])[CH3:29].[ClH:30]	13	1.8.5	30316
[SH:2][c:3]1[cH:4][c:5]([CH3:6])[c:7]([O:8][CH2:9][C:10]([O:11][CH2:12][CH3:13])=[O:14])[cH:15][cH:16]1.[c:1]1([Br:30])[cH:17][c:18]([Br:19])[cH:20][c:21]([O:22][CH2:23][CH:24]2[CH2:25][CH2:26][CH2:27][CH2:28]2)[cH:29]1>[Pd].[Pd].CCOC(C)=O.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.CN1CCCC1=O.O=C(O)CC(O)(CC(=O)O)C(=O)O>[BrH:30].[c:1]1([S:2][c:3]2[cH:4][c:5]([CH3:6])[c:7]([O:8][CH2:9][C:10]([O:11][CH2:12][CH3:13])=[O:14])[cH:15][cH:16]2)[cH:17][c:18]([Br:19])[cH:20][c:21]([O:22][CH2:23][CH:24]2[CH2:25][CH2:26][CH2:27][CH2:28]2)[cH:29]1	13	1.8.5	21194
[Cl:1][c:2]1[cH:3][c:4]([CH3:5])[c:6]([I:17])[cH:15][cH:16]1.[SH:7][c:8]1[c:9]([Br:10])[cH:11][cH:12][cH:13][cH:14]1>>[Cl:1][c:2]1[cH:3][c:4]([CH3:5])[c:6]([S:7][c:8]2[c:9]([Br:10])[cH:11][cH:12][cH:13][cH:14]2)[cH:15][cH:16]1.[IH:17]	13	1.8.5	19477
[Br:6][NH:19][C:17]([CH2:16][CH2:15][C:13]([NH2:12])=[O:14])=[O:18].[Cl:1][c:2]1[cH:3][c:4]([CH3:5])[c:7]([C:8]#[N:9])[cH:10][cH:11]1>ClC(Cl)(Cl)Cl.CC(C)(C#N)N=NC(C)(C)C#N>[Cl:1][c:2]1[cH:3][c:4]([CH2:5][Br:6])[c:7]([C:8]#[N:9])[cH:10][cH:11]1.[NH2:12][C:13](=[O:14])[CH2:15][CH2:16][C:17](=[O:18])[NH2:19]	14	10.1.1	39327
[Br:11][N:25]1[C:20](=[O:19])[CH2:21][CH2:22][C:23]1=[O:24].[n:1]1[s:2][n:3][c:4]2[c:5]1[cH:6][cH:7][c:8]([C:9]1=[CH:10][C:12](=[O:13])[C:14]([CH3:15])([CH3:16])[O:17]1)[cH:18]2>ClCCl.ClC(Cl)Cl>[O:19]=[C:20]1[CH2:21][CH2:22][C:23](=[O:24])[NH:25]1.[n:1]1[s:2][n:3][c:4]2[c:5]1[cH:6][cH:7][c:8]([C:9]1=[C:10]([Br:11])[C:12](=[O:13])[C:14]([CH3:15])([CH3:16])[O:17]1)[cH:18]2	14	10.1.1	34779
[Br-:13].[c:1]1([S:2](=[O:3])(=[O:4])[N:5]2[CH2:6][CH2:7][c:8]3[cH:9][c:10]([C:11]([CH3:12])=[O:14])[cH:15][cH:16][c:17]32)[cH:18][cH:19][cH:20][cH:21][cH:22]1>C1CCOC1.O.[Br-].[Br-].C[N+](C)(C)c1ccccc1.C[N+](C)(C)c1ccccc1.C[N+](C)(C)c1ccccc1>[c:1]1([S:2](=[O:3])(=[O:4])[N:5]2[CH2:6][CH2:7][c:8]3[cH:9][c:10]([C:11]([CH2:12][Br:13])=[O:14])[cH:15][cH:16][c:17]32)[cH:18][cH:19][cH:20][cH:21][cH:22]1	14	10.1.1	24306
[O:1]1[C:2]2([CH2:3][CH2:4][CH:5]([c:6]3[cH:7][nH:8][c:9]4[cH:10][cH:11][c:12]([Br:13])[cH:14][c:15]34)[CH2:16][CH2:17]2)[O:20][CH2:18][CH2:19]1>O=C1CCC(c2c[nH]c3ccccc23)CC1>[CH2:18]([CH3:19])[OH:20].[O:1]=[C:2]1[CH2:3][CH2:4][CH:5]([c:6]2[cH:7][nH:8][c:9]3[cH:10][cH:11][c:12]([Br:13])[cH:14][c:15]23)[CH2:16][CH2:17]1	14	10.1.1	9805
[Br:12][C:18]([C:15]([F:14])([F:16])[Br:17])([F:19])[F:20].[Cl:1][c:2]1[c:3]2[c:4]([n:5][cH:6][c:7]1[C:8]#[N:9])[cH:10][cH:11][s:13]2>C1CCOC1.[Li].O.CC(C)NC(C)C>[Cl:1][c:2]1[c:3]2[c:4]([n:5][cH:6][c:7]1[C:8]#[N:9])[cH:10][c:11]([Br:12])[s:13]2.[F:14][C:15]([F:16])([Br:17])[CH:18]([F:19])[F:20]	14	10.1.1	34424
[Br:1][N:31]1[C:26](=[O:25])[CH2:27][CH2:28][C:29]1=[O:30].[cH:2]1[n:3][c:4]2[c:5]([NH2:6])[n:7][c:8]([O:9][CH:10]3[CH2:11][CH2:12][CH2:13][CH2:14][CH2:15]3)[n:16][c:17]2[n:18]1[CH:19]1[O:20][CH2:21][CH2:22][CH2:23][CH2:24]1>ClC(Cl)Cl.O>[Br:1][c:2]1[n:3][c:4]2[c:5]([NH2:6])[n:7][c:8]([O:9][CH:10]3[CH2:11][CH2:12][CH2:13][CH2:14][CH2:15]3)[n:16][c:17]2[n:18]1[CH:19]1[O:20][CH2:21][CH2:22][CH2:23][CH2:24]1.[O:25]=[C:26]1[CH2:27][CH2:28][C:29](=[O:30])[NH:31]1	14	10.1.1	22119
[Br:11][N:18]1[C:13](=[O:12])[CH2:14][CH2:15][C:16]1=[O:17].[CH3:1][c:2]1[c:3]([C:4](=[O:5])[O:6][CH3:7])[cH:8][nH:9][cH:10]1>>[CH3:1][c:2]1[c:3]([C:4](=[O:5])[O:6][CH3:7])[cH:8][nH:9][c:10]1[Br:11].[O:12]=[C:13]1[CH2:14][CH2:15][C:16](=[O:17])[NH:18]1	14	10.1.1	16001
[Br:4][Br:22].[OH:1][c:2]1[cH:3][cH:5][c:6]([NH:7][S:8](=[O:9])(=[O:10])[c:11]2[s:12][cH:13][cH:14][cH:15]2)[c:16]2[cH:17][cH:18][cH:19][cH:20][c:21]12>CCOC(C)=O.CN(C)C=O>[BrH:22].[OH:1][c:2]1[c:3]([Br:4])[cH:5][c:6]([NH:7][S:8](=[O:9])(=[O:10])[c:11]2[s:12][cH:13][cH:14][cH:15]2)[c:16]2[cH:17][cH:18][cH:19][cH:20][c:21]12	14	10.1.1	20613
[CH3:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1.[Cl:10][I:12](=[O:11])=[O:13]>ClCCl.C[N+](C)(C)Cc1ccccc1.O=I(=O)Cl.O=I(=O)Cl.O=I(=O)Cl>[CH2:1]([C:2](=[O:3])[c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1)[Cl:10].[O:11]=[IH:12]=[O:13]	15	10.1.2	14322
