reaction	reaction_type	raw_id	original_reaction_type
[NH:1]([C@@H:2]([CH2:3][O:4][CH2:5][c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1)[C:12](=[O:13])[NH:14][C@@H:15]([CH2:16][CH:17]([CH3:18])[CH3:19])[C:20](=[O:21])[N:22]1[C@H:23]([C:24](=[O:25])[O:26][CH2:41][c:40]2[cH:39][cH:38][cH:37][cH:43][cH:42]2)[CH2:27][CH2:28][CH2:29]1)[C:30](=[O:31])[O:32][C:33]([CH3:34])([CH3:35])[CH3:36]>C(O)C.[OH-].[Na+].Cl>[NH:1]([C@@H:2]([CH2:3][O:4][CH2:5][c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1)[C:12](=[O:13])[NH:14][C@@H:15]([CH2:16][CH:17]([CH3:18])[CH3:19])[C:20](=[O:21])[N:22]1[C@H:23]([C:24](=[O:25])[OH:26])[CH2:27][CH2:28][CH2:29]1)[C:30](=[O:31])[O:32][C:33]([CH3:34])([CH3:35])[CH3:36].[cH:37]1[cH:38][cH:39][c:40]([CH3:41])[cH:42][cH:43]1	47	10188	186
[CH3:1][O:2][C:3]([c:4]1[c:5]([O:6][CH2:7][C:8](=[O:9])[O:10][CH3:11])[cH:12][cH:13][c:14]([CH2:15][C@H:16]([NH:17][C:18](=[O:19])[O:20][C:21]([CH3:22])([CH3:23])[CH3:24])[C:25](=[O:26])[O:27][CH2:34][c:33]2[cH:32][cH:31][cH:30][cH:36][cH:35]2)[cH:28]1)=[O:29]>CCO.[OH-].[OH-].[Pd+2]>[CH3:1][O:2][C:3]([c:4]1[c:5]([O:6][CH2:7][C:8](=[O:9])[O:10][CH3:11])[cH:12][cH:13][c:14]([CH2:15][C@H:16]([NH:17][C:18](=[O:19])[O:20][C:21]([CH3:22])([CH3:23])[CH3:24])[C:25](=[O:26])[OH:27])[cH:28]1)=[O:29].[cH:30]1[cH:31][cH:32][c:33]([CH3:34])[cH:35][cH:36]1	47	148083	186
[C:1](=[O:2])([O:3][C:4]([CH3:5])([CH3:6])[CH3:7])[C:8]([C:9](=[O:10])[O:11][CH2:37][c:36]1[cH:35][cH:34][cH:33][cH:39][cH:38]1)([CH2:12][CH2:13][CH2:14][C:15]1([CH2:16][C:17](=[O:18])[O:19][CH2:20][c:21]2[cH:22][cH:23][cH:24][cH:25][cH:26]2)[CH2:27][CH2:28][CH2:29][CH2:30][CH2:31]1)[NH2:32]>O1CCOCC1.[OH-].[Na+].Cl>[C:1](=[O:2])([O:3][C:4]([CH3:5])([CH3:6])[CH3:7])[C:8]([C:9](=[O:10])[OH:11])([CH2:12][CH2:13][CH2:14][C:15]1([CH2:16][C:17](=[O:18])[O:19][CH2:20][c:21]2[cH:22][cH:23][cH:24][cH:25][cH:26]2)[CH2:27][CH2:28][CH2:29][CH2:30][CH2:31]1)[NH2:32].[cH:33]1[cH:34][cH:35][c:36]([CH3:37])[cH:38][cH:39]1	47	225889	186
[NH:11]1[CH2:12][CH:13]([NH:14][C:15]([CH2:16][NH:17][c:18]2[n:19][cH:20][n:21][c:22]3[cH:23][cH:24][c:25]([C:26]([F:27])([F:28])[F:29])[cH:30][c:31]23)=[O:32])[CH2:33]1.[OH:1][C:2]1([c:3]2[cH:4][cH:5][n:6][s:7]2)[CH2:8][CH2:9][C:10](=[O:36])[CH2:34][CH2:35]1>Brc1ccns1.O=C1CCC2(CC1)OCCO2.CC(=O)O[BH-](OC(C)=O)OC(C)=O.[Na+]>[OH2:36].[OH:1][C:2]1([c:3]2[cH:4][cH:5][n:6][s:7]2)[CH2:8][CH2:9][CH:10]([N:11]2[CH2:12][CH:13]([NH:14][C:15]([CH2:16][NH:17][c:18]3[n:19][cH:20][n:21][c:22]4[cH:23][cH:24][c:25]([C:26]([F:27])([F:28])[F:29])[cH:30][c:31]34)=[O:32])[CH2:33]2)[CH2:34][CH2:35]1	48	372078	187
[C:1](#[N:2])[c:3]1[cH:4][c:5]2[c:6]([cH:7][cH:8]1)[N:9]([S:10](=[O:11])(=[O:12])[c:13]1[c:14]([O:15][CH3:16])[cH:17][c:18]([O:19][CH3:20])[cH:21][cH:22]1)[C:23](=[O:24])[C:25]2([c:26]1[c:27]([O:28][CH2:29][CH3:30])[n:31][cH:32][cH:33][cH:34]1)[NH:35][C:36](=[O:37])[N:38]1[CH2:39][C:40]2([CH2:41]1)[CH2:42][N:43]([CH:44]1[CH2:45][CH2:46][NH:47][CH2:51][CH2:52]1)[CH2:53]2.[C:48]([CH3:49])([CH3:50])=[O:54]>CO.[Cl-].[Zn+2].[Cl-].CO.C(Cl)Cl.O=C(O)C(F)(F)F.[B-]C#N.[Na+].O=C([O-])[O-].[K+].[K+]>[C:1](#[N:2])[c:3]1[cH:4][c:5]2[c:6]([cH:7][cH:8]1)[N:9]([S:10](=[O:11])(=[O:12])[c:13]1[c:14]([O:15][CH3:16])[cH:17][c:18]([O:19][CH3:20])[cH:21][cH:22]1)[C:23](=[O:24])[C:25]2([c:26]1[c:27]([O:28][CH2:29][CH3:30])[n:31][cH:32][cH:33][cH:34]1)[NH:35][C:36](=[O:37])[N:38]1[CH2:39][C:40]2([CH2:41]1)[CH2:42][N:43]([CH:44]1[CH2:45][CH2:46][N:47]([CH:48]([CH3:49])[CH3:50])[CH2:51][CH2:52]1)[CH2:53]2.[OH2:54]	48	9637	187
[C:2]1(=[O:39])[CH2:3][CH2:4][C:5]([OH:6])([c:7]2[cH:8][n:9][c:10]([O:11][CH3:12])[cH:13][cH:14]2)[CH2:15][CH2:16]1.[NH:1]1[CH2:17][CH:18]([NH:19][C:20]([CH2:21][NH:22][c:23]2[n:24][n:25]([CH3:26])[c:27]3[cH:28][cH:29][c:30]([C:31]([F:32])([F:33])[F:34])[cH:35][c:36]23)=[O:37])[CH2:38]1>O=C(O)C(F)(F)F>[N:1]1([CH:2]2[CH2:3][CH2:4][C:5]([OH:6])([c:7]3[cH:8][n:9][c:10]([O:11][CH3:12])[cH:13][cH:14]3)[CH2:15][CH2:16]2)[CH2:17][CH:18]([NH:19][C:20]([CH2:21][NH:22][c:23]2[n:24][n:25]([CH3:26])[c:27]3[cH:28][cH:29][c:30]([C:31]([F:32])([F:33])[F:34])[cH:35][c:36]23)=[O:37])[CH2:38]1.[OH2:39]	48	322967	187
[C:30]([CH3:31])([CH3:32])=[O:64].[nH:1]1[cH:2][cH:3][c:4]2[c:5]1[n:6][cH:7][c:8]([O:9][c:10]1[c:11]([C:12](=[O:13])[NH:14][S:15](=[O:16])(=[O:17])[c:18]3[cH:19][c:20]([N+:21](=[O:22])[O-:23])[c:24]([NH:25][CH:26]4[CH2:27][CH2:28][NH:29][CH2:33][CH2:34]4)[cH:35][cH:36]3)[cH:37][cH:38][c:39]([N:40]3[CH2:41][CH2:42][N:43]([CH2:44][C:45]4=[C:46]([c:47]5[cH:48][cH:49][c:50]([Cl:51])[cH:52][cH:53]5)[CH2:54][C:55]([CH3:56])([CH3:57])[CH2:58][CH2:59]4)[CH2:60][CH2:61]3)[cH:62]1)[cH:63]2>O1CCCC1.C(O)(=O)C.[BH3-]C#N>[OH2:64].[nH:1]1[cH:2][cH:3][c:4]2[c:5]1[n:6][cH:7][c:8]([O:9][c:10]1[c:11]([C:12](=[O:13])[NH:14][S:15](=[O:16])(=[O:17])[c:18]3[cH:19][c:20]([N+:21](=[O:22])[O-:23])[c:24]([NH:25][CH:26]4[CH2:27][CH2:28][N:29]([CH:30]([CH3:31])[CH3:32])[CH2:33][CH2:34]4)[cH:35][cH:36]3)[cH:37][cH:38][c:39]([N:40]3[CH2:41][CH2:42][N:43]([CH2:44][C:45]4=[C:46]([c:47]5[cH:48][cH:49][c:50]([Cl:51])[cH:52][cH:53]5)[CH2:54][C:55]([CH3:56])([CH3:57])[CH2:58][CH2:59]4)[CH2:60][CH2:61]3)[cH:62]1)[cH:63]2	48	339348	187
[C:19]1(=[O:29])[CH2:20][CH2:21][N:22]([CH2:23][CH2:24][CH3:25])[CH2:26][CH2:27]1.[Cl:1][c:2]1[n:3][c:4]([N:5]2[CH2:6][CH2:7][O:8][CH2:9][CH2:10]2)[c:11]2[c:12]([n:13]1)[cH:14][c:15]([CH2:16][NH:17][CH3:18])[s:28]2>>[Cl:1][c:2]1[n:3][c:4]([N:5]2[CH2:6][CH2:7][O:8][CH2:9][CH2:10]2)[c:11]2[c:12]([n:13]1)[cH:14][c:15]([CH2:16][N:17]([CH3:18])[CH:19]1[CH2:20][CH2:21][N:22]([CH2:23][CH2:24][CH3:25])[CH2:26][CH2:27]1)[s:28]2.[OH2:29]	48	211369	187
[C:26]1(=[O:50])[CH2:27][CH2:28][CH:29]([O:30][c:31]2[cH:32][c:33]([CH2:34][CH2:35][OH:36])[n:37][c:38]([C:39]([F:40])([F:41])[F:42])[n:43]2)[CH2:44][CH2:45]1.[CH3:1][Si:2]([CH2:3][CH2:4][O:5][CH2:6][n:7]1[cH:8][cH:9][c:10]2[c:11]1[n:12][cH:13][n:14][c:15]2-[c:16]1[cH:17][n:18][n:19]([C:20]2([CH2:21][C:22]#[N:23])[CH2:24][NH:25][CH2:46]2)[cH:47]1)([CH3:48])[CH3:49]>O1CCCC1.Cl.Cl.CC(=O)O[BH-](OC(C)=O)OC(C)=O.[Na+]>[CH3:1][Si:2]([CH2:3][CH2:4][O:5][CH2:6][n:7]1[cH:8][cH:9][c:10]2[c:11]1[n:12][cH:13][n:14][c:15]2-[c:16]1[cH:17][n:18][n:19]([C:20]2([CH2:21][C:22]#[N:23])[CH2:24][N:25]([CH:26]3[CH2:27][CH2:28][CH:29]([O:30][c:31]4[cH:32][c:33]([CH2:34][CH2:35][OH:36])[n:37][c:38]([C:39]([F:40])([F:41])[F:42])[n:43]4)[CH2:44][CH2:45]3)[CH2:46]2)[cH:47]1)([CH3:48])[CH3:49].[OH2:50]	48	326052	187
[C:2]([CH3:3])([CH3:4])=[O:14].[NH:1]1[CH2:5][CH2:6][CH:7]([C:8](=[O:9])[O:10][CH3:11])[CH2:12][CH2:13]1>ClCCCl.[OH-].[Na+].CC(=O)O.CC(=O)O[BH-](OC(C)=O)OC(C)=O.[Na+]>[N:1]1([CH:2]([CH3:3])[CH3:4])[CH2:5][CH2:6][CH:7]([C:8](=[O:9])[O:10][CH3:11])[CH2:12][CH2:13]1.[OH2:14]	48	362175	187
[C:21]([CH3:22])([CH3:23])=[O:31].[F:1][c:2]1[cH:3][cH:4][cH:5][c:6]2[c:7]([NH:8][C:9](=[O:10])[NH:11][c:12]3[cH:13][cH:14][cH:15][c:16]([CH:17]4[CH2:18][CH2:19][NH:20][CH2:24][CH2:25]4)[n:26]3)[cH:27][cH:28][n:29][c:30]12>[BH4-].[Na+].Cl.ClCCl.CO>[F:1][c:2]1[cH:3][cH:4][cH:5][c:6]2[c:7]([NH:8][C:9](=[O:10])[NH:11][c:12]3[cH:13][cH:14][cH:15][c:16]([CH:17]4[CH2:18][CH2:19][N:20]([CH:21]([CH3:22])[CH3:23])[CH2:24][CH2:25]4)[n:26]3)[cH:27][cH:28][n:29][c:30]12.[OH2:31]	48	28363	187
[CH:1](=[CH:2][CH2:3][CH3:4])[c:5]1[n:6]([CH2:7][c:8]2[cH:9][cH:10][c:11](-[c:12]3[c:13]([C:14](=[O:15])[O:16][CH3:17])[cH:18][cH:19][cH:20][cH:21]3)[cH:22][cH:23]2)[c:24]([CH2:25][OH:26])[c:34]([Cl:35])[n:36]1.[Si:27]([CH3:28])([CH3:29])([C:30]([CH3:31])([CH3:32])[CH3:33])[Cl:37]>CN(C=O)C.c1c[nH]cn1>[CH:1](=[CH:2][CH2:3][CH3:4])[c:5]1[n:6]([CH2:7][c:8]2[cH:9][cH:10][c:11](-[c:12]3[c:13]([C:14](=[O:15])[O:16][CH3:17])[cH:18][cH:19][cH:20][cH:21]3)[cH:22][cH:23]2)[c:24]([CH2:25][O:26][Si:27]([CH3:28])([CH3:29])[C:30]([CH3:31])([CH3:32])[CH3:33])[c:34]([Cl:35])[n:36]1.[ClH:37]	49	297440	193
[OH:1][CH2:2][c:3]1[cH:4][cH:5][c:6]2[n:7]([cH:8]1)[c:9]([C:10](=[O:11])[O:12][CH2:13][CH3:14])[cH:15][n:16]2.[Si:17]([CH:18]([CH3:19])[CH3:20])([CH:21]([CH3:22])[CH3:23])([CH:24]([CH3:25])[CH3:26])[Cl:27]>CN(C1C=CN=CC=1)C.ClCCl.c1c[nH]cn1>[ClH:27].[O:1]([CH2:2][c:3]1[cH:4][cH:5][c:6]2[n:7]([cH:8]1)[c:9]([C:10](=[O:11])[O:12][CH2:13][CH3:14])[cH:15][n:16]2)[Si:17]([CH:18]([CH3:19])[CH3:20])([CH:21]([CH3:22])[CH3:23])[CH:24]([CH3:25])[CH3:26]	49	321784	193
[OH:1][CH:2]1[CH2:3][CH2:4][CH:5]=[C:6]([C:7]#[N:8])[CH2:9]1.[Si:10]([CH3:11])([CH3:12])([C:13]([CH3:14])([CH3:15])[CH3:16])[Cl:17]>CN(C=O)C.c1c[nH]cn1>[ClH:17].[O:1]([CH:2]1[CH2:3][CH2:4][CH:5]=[C:6]([C:7]#[N:8])[CH2:9]1)[Si:10]([CH3:11])([CH3:12])[C:13]([CH3:14])([CH3:15])[CH3:16]	49	139476	193
[Br:1][c:2]1[cH:3][c:4]([CH:5]([CH2:6][CH:7]=[CH2:8])[OH:9])[cH:17][cH:18][cH:19]1.[Si:10]([C:11]([CH3:12])([CH3:13])[CH3:14])([CH3:15])([CH3:16])[Cl:20]>CN(C=O)C.ClCCl.c1c[nH]cn1>[Br:1][c:2]1[cH:3][c:4]([CH:5]([CH2:6][CH:7]=[CH2:8])[O:9][Si:10]([C:11]([CH3:12])([CH3:13])[CH3:14])([CH3:15])[CH3:16])[cH:17][cH:18][cH:19]1.[ClH:20]	49	202061	193
[OH:1][CH:2]1[CH2:3][N:4]([c:5]2[s:6][cH:7][c:8]([C:9]([NH:10][CH2:11][CH2:12][OH:13])=[O:21])[n:22]2)[CH2:23]1.[Si:14]([CH3:15])([CH3:16])([C:17]([CH3:18])([CH3:19])[CH3:20])[Cl:24]>CN(C)C=O.c1c[nH]cn1.CO>[ClH:24].[OH:1][CH:2]1[CH2:3][N:4]([c:5]2[s:6][cH:7][c:8]([C:9]([NH:10][CH2:11][CH2:12][O:13][Si:14]([CH3:15])([CH3:16])[C:17]([CH3:18])([CH3:19])[CH3:20])=[O:21])[n:22]2)[CH2:23]1	49	354725	193
[OH:8][CH2:9][CH2:10][n:11]1[cH:12][n:13][cH:14][c:15]1[CH3:16].[Si:1]([CH3:2])([CH3:3])([C:4]([CH3:5])([CH3:6])[CH3:7])[Cl:17]>O.c1c[nH]cn1.ClCCl>[ClH:17].[Si:1]([CH3:2])([CH3:3])([C:4]([CH3:5])([CH3:6])[CH3:7])[O:8][CH2:9][CH2:10][n:11]1[cH:12][n:13][cH:14][c:15]1[CH3:16]	49	3012	193
[F:1][c:2]1[c:3]([CH:4]2[CH2:5][CH2:6][CH:7]([OH:8])[CH:16]([OH:17])[CH2:18][CH2:19]2)[cH:20][cH:21][cH:22][c:23]1[F:24].[Si:9]([CH3:10])([CH3:11])([C:12]([CH3:13])([CH3:14])[CH3:15])[Cl:25]>CN(C=O)C.O.c1c[nH]cn1.CCCCCC.CCOC(C)=O>[ClH:25].[F:1][c:2]1[c:3]([CH:4]2[CH2:5][CH2:6][CH:7]([O:8][Si:9]([CH3:10])([CH3:11])[C:12]([CH3:13])([CH3:14])[CH3:15])[CH:16]([OH:17])[CH2:18][CH2:19]2)[cH:20][cH:21][cH:22][c:23]1[F:24]	49	183949	193
[CH2:1]([CH3:2])[O:3][c:4]1[c:5]([O:6][CH:7]([CH:8]([CH2:9][OH:10])[OH:15])[c:16]2[cH:17][cH:18][cH:19][cH:20][cH:21]2)[cH:22][cH:23][cH:24][cH:25]1.[Si:11]([CH3:12])([CH3:13])([CH3:14])[Cl:26]>C(OCC)(=O)C.CCN(CC)CC.CCCCC>[CH2:1]([CH3:2])[O:3][c:4]1[c:5]([O:6][CH:7]([CH:8]([CH2:9][O:10][Si:11]([CH3:12])([CH3:13])[CH3:14])[OH:15])[c:16]2[cH:17][cH:18][cH:19][cH:20][cH:21]2)[cH:22][cH:23][cH:24][cH:25]1.[ClH:26]	49	282763	193
[Br:1][c:2]1[c:3]([F:4])[c:5]([NH2:6])[cH:13][cH:14][c:15]1[F:16].[S:7]([CH2:8][CH2:9][CH3:10])(=[O:11])(=[O:12])[Cl:17]>CN(C1C=CN=CC=1)C.C(Cl)Cl.c1ccncc1.O=C([O-])O.[Na+]>[Br:1][c:2]1[c:3]([F:4])[c:5]([NH:6][S:7]([CH2:8][CH2:9][CH3:10])(=[O:11])=[O:12])[cH:13][cH:14][c:15]1[F:16].[ClH:17]	50	201979	194
[NH2:1][c:2]1[cH:3][c:4]2[cH:5][c:6]([C:7](=[O:8])[N:9]3[CH2:10][CH2:11][N:12]([c:13]4[n:14][cH:15][cH:16][cH:17][c:18]4[NH:19][C:20]([CH2:21][CH3:22])([CH3:23])[CH3:24])[CH2:25][CH2:26]3)[nH:27][c:28]2[cH:29][cH:30]1.[S:31]([CH3:32])(=[O:33])(=[O:34])[Cl:35]>C(Cl)Cl.O.c1ccncc1>[ClH:35].[NH:1]([c:2]1[cH:3][c:4]2[cH:5][c:6]([C:7](=[O:8])[N:9]3[CH2:10][CH2:11][N:12]([c:13]4[n:14][cH:15][cH:16][cH:17][c:18]4[NH:19][C:20]([CH2:21][CH3:22])([CH3:23])[CH3:24])[CH2:25][CH2:26]3)[nH:27][c:28]2[cH:29][cH:30]1)[S:31]([CH3:32])(=[O:33])=[O:34]	50	323114	194
[CH3:1][O:2][C:3]([c:4]1[cH:5][cH:6][c:7]([CH2:8][n:9]2[c:10]([CH2:11][c:12]3[cH:13][cH:14][c:15](-[c:16]4[cH:17][c:18]([NH2:19])[cH:25][cH:26][cH:27]4)[cH:28][cH:29]3)[n:30][c:31](-[c:32]3[c:33]([Cl:34])[cH:35][c:36]([Cl:37])[cH:38][cH:39]3)[cH:40]2)[cH:41][cH:42]1)=[O:43].[S:20]([CH2:21][CH3:22])(=[O:23])(=[O:24])[Cl:44]>>[CH3:1][O:2][C:3]([c:4]1[cH:5][cH:6][c:7]([CH2:8][n:9]2[c:10]([CH2:11][c:12]3[cH:13][cH:14][c:15](-[c:16]4[cH:17][c:18]([NH:19][S:20]([CH2:21][CH3:22])(=[O:23])=[O:24])[cH:25][cH:26][cH:27]4)[cH:28][cH:29]3)[n:30][c:31](-[c:32]3[c:33]([Cl:34])[cH:35][c:36]([Cl:37])[cH:38][cH:39]3)[cH:40]2)[cH:41][cH:42]1)=[O:43].[ClH:44]	50	202888	194
[NH2:1][c:2]1[cH:3][c:4]([F:5])[c:6](-[c:7]2[cH:8][cH:9][c:10]([C:11]#[N:12])[n:13]2[CH3:14])[cH:15][c:16]1[F:17].[S:18]([CH3:19])(=[O:20])(=[O:21])[Cl:22]>N1C=CC=CC=1.C(OCC)(=O)C.O>[ClH:22].[NH:1]([c:2]1[cH:3][c:4]([F:5])[c:6](-[c:7]2[cH:8][cH:9][c:10]([C:11]#[N:12])[n:13]2[CH3:14])[cH:15][c:16]1[F:17])[S:18]([CH3:19])(=[O:20])=[O:21]	50	7290	194
[F:1][c:2]1[cH:3][c:4]([NH2:5])[cH:10][cH:11][c:12]1[B:13]1[O:14][C:15]([CH3:16])([CH3:17])[C:18]([CH3:19])([CH3:20])[O:21]1.[S:6](=[O:7])(=[O:8])([CH3:9])[Cl:22]>ClCCl.c1ccncc1>[ClH:22].[F:1][c:2]1[cH:3][c:4]([NH:5][S:6](=[O:7])(=[O:8])[CH3:9])[cH:10][cH:11][c:12]1[B:13]1[O:14][C:15]([CH3:16])([CH3:17])[C:18]([CH3:19])([CH3:20])[O:21]1	50	127144	194
[NH2:5][c:6]1[cH:7][c:8]2[c:9]([cH:10][cH:11]1)[c:12]1[n:13]([CH2:14][c:15]3[c:16]([O:17][CH3:18])[cH:19][cH:20][cH:21][cH:22]3)[c:23](=[O:24])[c:25]([C:26](=[O:27])[O:28][CH2:29][CH3:30])[c:31](-[c:32]3[cH:33][cH:34][c:35]([O:36][CH3:37])[cH:38][cH:39]3)[c:40]1[o:41]2.[S:1](=[O:2])(=[O:3])([CH3:4])[Cl:42]>CN(C=O)C.O=C([O-])[O-].[Cs+].[Cs+]>[ClH:42].[S:1](=[O:2])(=[O:3])([CH3:4])[NH:5][c:6]1[cH:7][c:8]2[c:9]([cH:10][cH:11]1)[c:12]1[n:13]([CH2:14][c:15]3[c:16]([O:17][CH3:18])[cH:19][cH:20][cH:21][cH:22]3)[c:23](=[O:24])[c:25]([C:26](=[O:27])[O:28][CH2:29][CH3:30])[c:31](-[c:32]3[cH:33][cH:34][c:35]([O:36][CH3:37])[cH:38][cH:39]3)[c:40]1[o:41]2	50	278595	194
[Cl:1][c:2]1[c:3]([NH2:4])[cH:11][cH:12][cH:13][c:14]1-[c:15]1[n:16][c:17]([CH:18]2[CH2:19][CH2:20]2)[s:21][c:22]1-[c:23]1[n:24][c:25]([S:26][CH3:27])[n:28][cH:29][cH:30]1.[S:5]([CH2:6][CH2:7][CH3:8])(=[O:9])(=[O:10])[Cl:31]>>[Cl:1][c:2]1[c:3]([NH:4][S:5]([CH2:6][CH2:7][CH3:8])(=[O:9])=[O:10])[cH:11][cH:12][cH:13][c:14]1-[c:15]1[n:16][c:17]([CH:18]2[CH2:19][CH2:20]2)[s:21][c:22]1-[c:23]1[n:24][c:25]([S:26][CH3:27])[n:28][cH:29][cH:30]1.[ClH:31]	50	164150	194
[CH3:1][C:2]1=[C:7]([c:8]2[c:9]([NH2:10])[cH:15][cH:16][cH:17][cH:18]2)[C:5]([CH3:6])=[CH:4][CH2:3]1.[S:11]([CH3:12])(=[O:13])(=[O:14])[Cl:19]>c1ccncc1.Cl>[CH3:1][C:2]1=[CH:3][CH2:4][C:5]([CH3:6])=[C:7]1[c:8]1[c:9]([NH:10][S:11]([CH3:12])(=[O:13])=[O:14])[cH:15][cH:16][cH:17][cH:18]1.[ClH:19]	50	262416	194
[C:1]([CH3:2])([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]([CH2:9][CH2:10][C:11](=[O:12])[OH:13])[CH3:15].[CH3:14][CH2:25][N:24]=[C:23]=[N:22][CH2:21][CH2:20][CH2:19][N:17]([CH3:16])[CH3:18]>C(Cl)Cl.CN(C1C=CN=CC=1)C.CO>[C:1]([CH3:2])([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]([CH2:9][CH2:10][C:11](=[O:12])[O:13][CH3:14])[CH3:15].[CH3:16][N:17]([CH3:18])[CH2:19][CH2:20][CH2:21][N:22]=[C:23]=[N:24][CH3:25]	51	380603	195
[CH3:7][CH2:21][O:20][CH2:19][CH3:18].[OH:1][c:2]1[c:3]([C:4](=[O:5])[OH:6])[cH:8][cH:9][c:10]2[cH:11][cH:12][c:13]([O:14][CH3:15])[cH:16][c:17]12>CO.FB(F)F>[CH3:18][CH2:19][O:20][CH3:21].[OH:1][c:2]1[c:3]([C:4](=[O:5])[O:6][CH3:7])[cH:8][cH:9][c:10]2[cH:11][cH:12][c:13]([O:14][CH3:15])[cH:16][c:17]12	51	365364	195
[CH3:16][OH:30].[c:1]1(-[c:2]2[n:3][c:4]([CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][C:13](=[O:14])[OH:15])[o:17][c:18]2-[c:19]2[cH:20][cH:21][cH:22][cH:23][cH:24]2)[cH:25][cH:26][cH:27][cH:28][cH:29]1>S(=O)(=O)(O)O.C(OCC)C>[OH2:30].[c:1]1(-[c:2]2[n:3][c:4]([CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][C:13](=[O:14])[O:15][CH3:16])[o:17][c:18]2-[c:19]2[cH:20][cH:21][cH:22][cH:23][cH:24]2)[cH:25][cH:26][cH:27][cH:28][cH:29]1	51	324351	195
[C:9]([CH3:16])(=[O:17])[Cl:18].[OH:1][c:2]1[cH:3][c:4]2[c:5]([CH2:6][C:7](=[O:8])[OH:10])[cH:11][nH:12][c:13]2[cH:14][cH:15]1>CO>[CH4:16].[ClH:18].[OH2:17].[OH:1][c:2]1[cH:3][c:4]2[c:5]([CH2:6][C:7]([O:8][CH3:9])=[O:10])[cH:11][nH:12][c:13]2[cH:14][cH:15]1	51	365756	195
[C:1](#[N:2])[c:3]1[cH:4][cH:5][c:6]([CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][C:12](=[O:13])[OH:15])[cH:16][cH:17]1.[CH3:14][CH2:27][N:26]=[C:25]=[N:24][CH2:23][CH2:22][CH2:21][N:19]([CH3:18])[CH3:20]>C(Cl)Cl.CN(C)C1C=CN=CC=1.C(OCC)(=O)C.CO.Cl>[C:1](#[N:2])[c:3]1[cH:4][cH:5][c:6]([CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][C:12]([O:13][CH3:14])=[O:15])[cH:16][cH:17]1.[CH3:18][N:19]([CH3:20])[CH2:21][CH2:22][CH2:23][N:24]=[C:25]=[N:26][CH3:27]	51	362089	195
[CH3:1][Si:14]([CH3:13])([CH3:15])[CH:16]=[N+:17]=[N-:18].[O:2]=[C:3]([c:4]1[c:5]([CH3:6])[cH:7][cH:8][c:9]([CH3:10])[n:11]1)[OH:12]>C1C=CC=CC=1.CO.C(OCC)(=O)C.CCOCC>[CH3:13][SiH:14]([CH3:15])[CH:16]=[N+:17]=[N-:18].[CH3:1][O:2][C:3]([c:4]1[c:5]([CH3:6])[cH:7][cH:8][c:9]([CH3:10])[n:11]1)=[O:12]	51	310097	195
[CH3:13][Si:17]([CH3:16])([CH3:18])[CH:19]=[N+:20]=[N-:21].[NH2:1][c:2]1[s:3][c:4]2[c:5]([n:6]1)[c:7]([Br:8])[cH:9][c:10]([C:11](=[O:12])[OH:14])[cH:15]2>O1CCCC1.CO>[CH3:16][SiH:17]([CH3:18])[CH:19]=[N+:20]=[N-:21].[NH2:1][c:2]1[s:3][c:4]2[c:5]([n:6]1)[c:7]([Br:8])[cH:9][c:10]([C:11]([O:12][CH3:13])=[O:14])[cH:15]2	51	330649	195
[CH3:11][Si:14]([CH3:13])([CH3:15])[CH:16]=[N+:17]=[N-:18].[NH2:1][c:2]1[cH:3][cH:4][c:5]([Br:6])[c:7]([C:8](=[O:9])[OH:10])[n:12]1>C(OCC)(=O)C.CO>[CH3:13][SiH:14]([CH3:15])[CH:16]=[N+:17]=[N-:18].[NH2:1][c:2]1[cH:3][cH:4][c:5]([Br:6])[c:7]([C:8](=[O:9])[O:10][CH3:11])[n:12]1	51	50888	195
[OH:1][CH2:2][CH:3]1[CH2:4][CH2:5][N:6]([C:7](=[O:8])[O:9][C:10]([CH3:11])([CH3:12])[CH3:13])[CH2:14][CH2:15]1.[S:16]([c:17]1[cH:18][cH:19][c:20]([CH3:21])[cH:22][cH:23]1)(=[O:24])(=[O:25])[Cl:26]>CN(C)C1C=CN=CC=1.C(Cl)Cl.CCN(CC)CC>[ClH:26].[O:1]([CH2:2][CH:3]1[CH2:4][CH2:5][N:6]([C:7](=[O:8])[O:9][C:10]([CH3:11])([CH3:12])[CH3:13])[CH2:14][CH2:15]1)[S:16]([c:17]1[cH:18][cH:19][c:20]([CH3:21])[cH:22][cH:23]1)(=[O:24])=[O:25]	52	311721	197
