reaction	activation energy	reaction enthalpy	raw id	rmg_family	reaction_type
[O:1]=[C:2]1[C:3]([H:7])([H:8])[C:4]([H:9])([H:10])[C:5]([H:11])([H:12])[C:6]1([H:13])[H:14]>>[O:1]([C@:2]12[C:3]([H:7])([H:8])[C:4]([H:9])([H:10])[C@@:5]1([H:11])[C:6]2([H:13])[H:14])[H:12]	102.829469192451	43.668922134379	4961	Intra_RH_Add_Exocyclic	2
[C:1](#[C:2][C:3]([C:4]([C:5]#[N:6])([H:10])[H:11])([H:8])[H:9])[H:7]>>[C:1](=[C:2]1[C:3]([H:8])([H:9])[C@@:4]1([C:5]#[N:6])[H:10])([H:7])[H:11]	91.1132091350633	1.23872526401443	2551	Intra_RH_Add_Exocyclic	2
[C:1]([C@@:2]1([H:11])[C:3]([H:12])([H:13])[C@:4]1([C:5]([C:6](=[O:7])[H:17])([H:15])[H:16])[H:14])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([H:11])[C@:3]2([H:13])[C@@:4]1([H:14])[C:5]([H:15])([H:16])[C@:6]2([O:7][H:12])[H:17])([H:8])([H:9])[H:10]	96.8584244471858	17.8461880122949	10102	Intra_RH_Add_Exocyclic	2
[C:1]([C@@:2]([C:3](=[O:4])[H:12])([C:5](=[O:6])[N:7]([H:13])[H:14])[H:11])([H:8])([H:9])[H:10]>>[C:1]1([H:9])([H:10])[C@:2]([C:3](=[O:4])[H:12])([H:11])[C@:5]1([O:6][H:8])[N:7]([H:13])[H:14]	81.8685491710358	30.703750014452897	9243	Intra_RH_Add_Exocyclic	2
[O:1]=[C:2]1[C@@:3]2([H:8])[N:4]([H:9])[C@:5]1([H:10])[C:6]([H:11])=[C:7]2[H:12]>>[O:1]([C@@:2]12[C@@:3]3([H:8])[N:4]1[C@:5]2([H:10])[C:6]([H:11])=[C:7]3[H:12])[H:9]	57.3037380421097	13.0221965093796	7886	Intra_RH_Add_Exocyclic	2
[O:1]=[C:2]1[C:3]([H:8])([H:9])[C:4]2([C:5]([H:10])([H:11])[O:6]2)[C:7]1([H:12])[H:13]>>[O:1]=[C:2]1[C:3]([H:8])=[C:4]([C:5]([O:6][H:9])([H:10])[H:11])[C:7]1([H:12])[H:13]	58.7392974714197	-5.21001150671777	8953	Intra_RH_Add_Exocyclic	2
[C:1]([C@@:2]([O:3][H:11])([C:4](=[O:5])[C:6]([H:12])([H:13])[H:14])[H:10])([H:7])([H:8])[H:9]>>[C:1]([C@@:2]1([H:10])[O:3][C@:4]1([O:5][H:11])[C:6]([H:12])([H:13])[H:14])([H:7])([H:8])[H:9]	52.4595090969639	18.061974829769103	1437	Intra_RH_Add_Exocyclic	2
[C:1]1([H:7])([H:8])[C:2]([H:9])([H:10])[C:3]1([C@@:4]1([H:12])[C:5]([H:13])([H:14])[O:6]1)[H:11]>>[C:1]1([H:7])([H:8])[C:2]([H:9])([H:10])[C:3]1=[C:4]([C:5]([O:6][H:11])([H:13])[H:14])[H:12]	69.1970824990833	1.48725462253088	6197	Intra_RH_Add_Exocyclic	2
[C:1]([C@@:2]1([H:11])[N:3]([H:12])[C@:4]1([C:5]([C:6](=[O:7])[H:16])([H:14])[H:15])[H:13])([H:8])([H:9])[H:10]>>[C:1]1([H:8])([H:9])[C@:2]2([H:11])[N:3]([H:12])[C@:4]2([H:13])[C:5]([H:14])([H:15])[C@:6]1([O:7][H:10])[H:16]	77.4743934767269	0.214970711619048	7603	Intra_RH_Add_Exocyclic	2
[O:1]=[C:2]([C:3]1([H:7])[C:4]([H:8])([H:9])[C:5]1([H:10])[H:11])[H:6]>>[O:1]=[C:2]=[C:3]([C:5]([C:4]([H:6])([H:8])[H:9])([H:10])[H:11])[H:7]	66.0929687025906	-4.85685497171733	2681	Intra_RH_Add_Exocyclic	2
[O:1]([C:2]1([H:9])[C:3]([H:10])([H:11])[N:4]([C:6](=[O:7])[H:14])[C:5]1([H:12])[H:13])[H:8]>>[O:1]1[C:2]2([H:9])[C:3]([H:10])([H:11])[N:4]([C:5]2([H:12])[H:13])[C@@:6]1([O:7][H:8])[H:14]	56.224052339962704	27.4296760829114	11454	Intra_RH_Add_Exocyclic	2
[C:1]([C:2]([O:3][C:4](=[O:5])[C:6]([O:7][H:15])([H:13])[H:14])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([C:2]([O:3][C@:4]1([O:5][H:15])[C:6]([H:13])([H:14])[O:7]1)([H:11])[H:12])([H:8])([H:9])[H:10]	56.2990975166032	33.706582608731296	6349	Intra_RH_Add_Exocyclic	2
[C:1]1([H:7])([H:8])[N:2]([H:9])[C@:3]1([C@@:4]1([H:11])[C:5]([H:12])([H:13])[O:6]1)[H:10]>>[C:1]([N:2](/[C:3](=[C:4]1/[C:5]([H:12])([H:13])[O:6]1)[H:10])[H:9])([H:7])([H:8])[H:11]	107.313460270874	3.5804435684765603	2757	Intra_RH_Add_Exocyclic	2
[C:1]([C:2]([C@@:3]1([C:6]#[N:7])[C:4]([H:13])([H:14])[O:5]1)([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1](/[C:2](=[C:3](/[C:4]([O:5][H:12])([H:13])[H:14])[C:6]#[N:7])[H:11])([H:8])([H:9])[H:10]	62.527129796388	-11.1109819714709	9311	Intra_RH_Add_Exocyclic	2
[C:1]([C:2]([C@@:3]([O:4][H:13])([C:5](=[O:6])[H:14])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2]([C@@:3]1([H:12])[O:4][C@:5]1([O:6][H:13])[H:14])([H:10])[H:11])([H:7])([H:8])[H:9]	58.1059992421419	18.7884728859785	396	Intra_RH_Add_Exocyclic	2
[C:1]([C:2]1([O:3][H:10])[C:4]([H:11])([H:12])[O:5][C:6]1([H:13])[H:14])([H:7])([H:8])[H:9]>>[C:1]([C:2](=[O:3])[C:4]([O:5][C:6]([H:10])([H:13])[H:14])([H:11])[H:12])([H:7])([H:8])[H:9]	74.5163057219357	-13.5435306064471	5507	Intra_RH_Add_Exocyclic	2
[C:1]([C@@:2]([O:3][H:11])([C:4]([C:5](=[O:6])[H:14])([H:12])[H:13])[H:10])([H:7])([H:8])[H:9]>>[C:1]([C@@:2]1([H:10])[O:3][C@@:5]([O:6][H:11])([H:14])[C:4]1([H:12])[H:13])([H:7])([H:8])[H:9]	48.5834266585828	10.0141153655067	2720	Intra_RH_Add_Exocyclic	2
[C:1]([C@@:2]1([H:11])[C:3]([H:12])([H:13])[C@@:4]2([O:5][H:14])[C:6]([H:15])([H:16])[C@@:7]12[H:17])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([H:11])[C:3]([H:12])([H:13])[C:4]([O:5][H:14])=[C:6]([H:16])[C:7]1([H:15])[H:17])([H:8])([H:9])[H:10]	60.6618193386672	-29.400465006845003	8612	Intra_RH_Add_Exocyclic	2
[C:1]([C:2]12[C:3]([H:11])([H:12])[C:4]([O:5][H:13])([C:6]1([H:14])[H:15])[C:7]2([H:16])[H:17])([H:8])([H:9])[H:10]>>[C:1]([C:2]1([C:7]([H:13])([H:16])[H:17])[C:3]([H:11])([H:12])[C:4](=[O:5])[C:6]1([H:14])[H:15])([H:8])([H:9])[H:10]	63.8341690135908	-32.910743346951	8044	Intra_RH_Add_Exocyclic	2
[C:1]([O:2][C:3](=[O:4])[C:5]([O:6][H:12])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([O:2][C@:3]1([O:4][H:12])[C:5]([H:10])([H:11])[O:6]1)([H:7])([H:8])[H:9]	56.87505148002961	33.560533387019895	168	Intra_RH_Add_Exocyclic	2
[C:1]([O:2][C@@:3]1([H:10])[C:4]([H:11])([H:12])[C@:5]1([C:6]([H:14])([H:15])[H:16])[H:13])([H:7])([H:8])[H:9]>>[C:1]([O:2][C@@:5]([C:3](=[C:4]([H:11])[H:12])[H:10])([C:6]([H:14])([H:15])[H:16])[H:13])([H:7])([H:8])[H:9]	80.6744542851815	-2.41467714838421	3236	Intra_RH_Add_Exocyclic	2
[C:1]1([H:8])([H:9])[C@:2]2([H:10])[O:3][C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[O:6][C@:7]12[H:15]>>[C:1]1([H:9])=[C:2]([H:10])[O:3][C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[O:6][C:7]1([H:8])[H:15]	68.5058715005205	-10.1413871767177	9103	Intra_RH_Add_Exocyclic	2
[N:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[O:4][C:5]1=[O:6])([H:7])[H:8]>>[N:1]1([H:7])[C@@:2]2([H:9])[C:3]([H:10])([H:11])[O:4][C@@:5]12[O:6][H:8]	77.2554447060299	42.7472475274104	5941	Intra_RH_Add_Exocyclic	2
[C:1]([C@@:2]([C:3]([O:4][H:14])([H:12])[H:13])([N:5]([C:6](=[O:7])[H:16])[H:15])[H:11])([H:8])([H:9])[H:10]>>[C:1]1([H:8])([H:9])[C@:2]([C:3]([O:4][H:14])([H:12])[H:13])([H:11])[N:5]([H:15])[C@:6]1([O:7][H:10])[H:16]	97.803792134788	28.7969028966192	6468	Intra_RH_Add_Exocyclic	2
[C:1]([C:2]#[C:3][C:4]([C@@:5]1([H:13])[C:6]([H:14])([H:15])[O:7]1)([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([C:2]#[C:3]/[C:4](=[C:5](/[C:6]([O:7][H:11])([H:14])[H:15])[H:13])[H:12])([H:8])([H:9])[H:10]	58.2960761271714	-9.21049259134061	9206	Intra_RH_Add_Exocyclic	2
[C:1]1([H:7])([H:8])[C:2]([H:9])([H:10])[C:3]12[C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[O:6]2>>[C:1]1([H:7])([H:8])[C:2]([H:9])=[C:3]1[C:4]([C:5]([O:6][H:10])([H:13])[H:14])([H:11])[H:12]	76.7673746098605	15.174301570121903	1908	Intra_RH_Add_Exocyclic	2
[C:1]([C:2]([C@@:3]1([H:11])[C:4]([H:12])([H:13])[O:5]1)([H:9])[H:10])([H:6])([H:7])[H:8]>>[C:1](/[C:2](=[C:3](/[C:4]([O:5][H:9])([H:12])[H:13])[H:11])[H:10])([H:6])([H:7])[H:8]	60.5986942581672	-7.51304698156792	5897	Intra_RH_Add_Exocyclic	2
[C:1]([C@@:2]([O:3][H:12])([C:4]([O:5][C:6](=[O:7])[H:15])([H:13])[H:14])[H:11])([H:8])([H:9])[H:10]>>[C:1]1([H:8])([H:10])[C@:2]([O:3][H:12])([H:11])[C:4]([H:13])([H:14])[O:5][C@@:6]1([O:7][H:9])[H:15]	87.5219984474971	10.5167790154871	11950	Intra_RH_Add_Exocyclic	2
[N:1]([C@:2]12[C:3]([H:10])([H:11])[C@@:4]1([H:12])[O:5][C:6]2=[O:7])([H:8])[H:9]>>[N:1]([C:2]1=[C:3]([H:11])[C:4]([H:10])([H:12])[O:5][C:6]1=[O:7])([H:8])[H:9]	67.63879213292029	-36.5365557683105	11601	Intra_RH_Add_Exocyclic	2
[C:1]([C@@:2]([C:3]([O:4][H:13])([H:11])[H:12])([C:5](=[O:6])[H:14])[H:10])([H:7])([H:8])[H:9]>>[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[O:4][C@:5]1([O:6][H:13])[H:14])([H:7])([H:8])[H:9]	48.8118913104235	10.5008654452321	4862	Intra_RH_Add_Exocyclic	2
[O:1]=[C:2]1[C:3]([H:8])([H:9])[N:4]2[C:5]([H:10])([H:11])[C:6]1([H:12])[C:7]2([H:13])[H:14]>>[O:1]([C@@:2]12[C:3]([H:8])([H:9])[N:4]3[C@:5]1([H:11])[C@:6]2([H:12])[C:7]3([H:13])[H:14])[H:10]	99.4632636501664	38.4770101316082	8894	Intra_RH_Add_Exocyclic	2
[O:1]([C:2]1([C:3]([C:4](=[O:5])[H:11])([H:9])[H:10])[C:6]([H:12])([H:13])[C:7]1([H:14])[H:15])[H:8]>>[O:1]=[C:2]([C:3]([C:4](=[O:5])[H:11])([H:9])[H:10])[C:7]([C:6]([H:8])([H:12])[H:13])([H:14])[H:15]	69.00435007872039	-18.0988362265043	7158	Intra_RH_Add_Exocyclic	2
[O:1]([C@:2]12[C:3]([H:8])([H:9])[C@@:4]1([H:10])[O:5][C:6]2([H:11])[H:12])[H:7]>>[O:1]([C@:2]1([H:9])[C:3]([H:8])=[C:4]([H:10])[O:5][C:6]1([H:11])[H:12])[H:7]	64.7185883183538	-32.725749586038	5299	Intra_RH_Add_Exocyclic	2
[C:1]([O:2][C:3]([C:4]([C:5]#[C:6][H:14])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([O:2][C@:3]1([H:10])[C:4]([H:12])([H:13])[C:5]1=[C:6]([H:11])[H:14])([H:7])([H:8])[H:9]	81.1179143235006	2.60843508285188	4543	Intra_RH_Add_Exocyclic	2
[O:1]=[C:2]1[C:3]([H:7])([H:8])[C:4]([H:9])([H:10])[C:5]([H:11])([H:12])[O:6]1>>[O:1]([C@@:2]12[C:3]([H:7])([H:8])[C@:4]1([H:9])[C:5]([H:11])([H:12])[O:6]2)[H:10]	116.289950523782	58.3653823357961	2277	Intra_RH_Add_Exocyclic	2
[C:1]([C@@:2]([O:3][H:12])([C:4]([C:5](=[O:6])[N:7]([H:15])[H:16])([H:13])[H:14])[H:11])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([H:11])[O:3][C@@:5]([O:6][H:12])([N:7]([H:15])[H:16])[C:4]1([H:13])[H:14])([H:8])([H:9])[H:10]	49.2886016581503	25.5188015898104	8724	Intra_RH_Add_Exocyclic	2
[O:1]([C:2]([C:3]([C:4]([C:5]#[C:6][H:14])([H:12])[H:13])([H:10])[H:11])([H:8])[H:9])[H:7]>>[O:1]1[C:2]([H:8])([H:9])[C:3]([H:10])([H:11])[C:4]([H:12])([H:13])[C:5]1=[C:6]([H:7])[H:14]	53.635356917321	-30.6204592515723	1817	Intra_RH_Add_Exocyclic	2
[C:1]([C@@:2]1([H:11])[O:3][C@@:4]2([H:12])[C:5]([H:13])([H:14])[C@@:6]12[O:7][H:15])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([H:11])[O:3][C:4]([H:12])([H:13])[C:5]([H:14])=[C:6]1[O:7][H:15])([H:8])([H:9])[H:10]	59.5838896366179	-30.6646761737062	11196	Intra_RH_Add_Exocyclic	2
[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[N:4]([H:14])[C:5]([H:15])([H:16])[C:6]1=[O:7])([H:8])([H:9])[H:10]>>[C:1](=[C:2]([C:3]([H:11])([H:12])[H:13])[N:4]([C:5]([C:6](=[O:7])[H:10])([H:15])[H:16])[H:14])([H:8])[H:9]	75.7342541790227	3.64270559802785	9589	Intra_RH_Add_Exocyclic	2
[O:1]=[C:2]([C:3]([C:4]([C:5](=[O:6])[H:12])([H:10])[H:11])([H:8])[H:9])[H:7]>>[O:1]([C@:2]1([H:7])[C:3]([H:8])([H:9])[C:4]([H:10])([H:11])[C:5]1=[O:6])[H:12]	85.1984450172319	10.5902236425597	3031	Intra_RH_Add_Exocyclic	2
[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C:4]([H:11])=[C:5]([H:12])[C:6]([H:13])([H:14])[C@@:7]12[H:15]>>[C:1]([O:2][H:11])([C@@:7]1([H:15])[C:3]([H:10])=[C:4]=[C:5]([H:12])[C:6]1([H:13])[H:14])([H:8])[H:9]	83.9083741418527	61.00118052318911	8221	Intra_RH_Add_Exocyclic	2
[C:1]([C:2]([O:3][C:4](=[O:5])[N:6]([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]1([H:7])([H:9])[C:2]([H:10])([H:11])[O:3][C@@:4]1([O:5][H:8])[N:6]([H:12])[H:13]	85.3736495881504	36.8656751595969	811	Intra_RH_Add_Exocyclic	2
[N:1]([C:2](=[O:3])[C:4]([O:5]/[C:6](=[N:7]/[H:13])[H:12])([H:10])[H:11])([H:8])[H:9]>>[N:1]([C@@:2]1([O:3][H:12])[C:4]([H:10])([H:11])[O:5]/[C:6]1=[N:7]/[H:13])([H:8])[H:9]	76.0575186542316	29.793342868846803	7872	Intra_RH_Add_Exocyclic	2
[N:1]([C:2](=[O:3])[C:4]([C@@:5]1([H:12])[C:6]([H:13])([H:14])[O:7]1)([H:10])[H:11])([H:8])[H:9]>>[N:1]([C:2](=[O:3])/[C:4](=[C:5](\[C:6]([O:7][H:11])([H:13])[H:14])[H:12])[H:10])([H:8])[H:9]	56.5201937192756	-6.580770953986511	10166	Intra_RH_Add_Exocyclic	2
[O:1]=[C:2]1[C:3]([H:8])([H:9])[C:4]([H:10])([H:11])[C:5]([H:12])([H:13])[C:6]([H:14])=[C:7]1[H:15]>>[O:1]=[C:2]1[C:3]([H:8])([H:9])[C:4]([H:10])([H:11])[C@:6]2([H:14])[C:5]([H:12])([H:13])[C@:7]12[H:15]	96.12964077243348	7.95895668559188	8789	Intra_RH_Add_Exocyclic	2
[C:1]1([H:8])([H:9])[C@:2]2([H:10])[C@@:3]1([H:11])[C@:4]1([H:12])[C:5]([H:13])([H:14])[C:6]([H:15])([H:16])[C@:7]21[H:17]>>[C:1]1([H:8])=[C:2]([H:10])[C@@:7]2([H:17])[C@@:4]([H:12])([C:3]1([H:9])[H:11])[C:5]([H:13])([H:14])[C:6]2([H:15])[H:16]	62.9316406941389	-34.0411390895393	11157	Intra_RH_Add_Exocyclic	2
[C:1]([O:2][C:3](=[O:4])[C:5]([C:6]([O:7][H:15])([H:13])[H:14])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([O:2][C@@:3]1([O:4][H:15])[C:5]([H:11])([H:12])[C:6]([H:13])([H:14])[O:7]1)([H:8])([H:9])[H:10]	52.5916988144827	24.10713925390069	8486	Intra_RH_Add_Exocyclic	2
[C:1]([C@@:2]1([H:11])[C@:3]([O:4][H:13])([H:12])[C:5]([H:14])([H:15])[C@:6]1([O:7][H:17])[H:16])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]([C@@:3]([O:4][H:13])([C:5]([H:14])([H:15])[H:17])[H:12])([C:6](=[O:7])[H:16])[H:11])([H:8])([H:9])[H:10]	71.8326801780878	-15.0156325496408	10324	Intra_RH_Add_Exocyclic	2
[C:1]([C:2]1([O:3][H:10])[C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])([H:7])([H:8])[H:9]>>[C:1]([C:2](=[O:3])[C:4]([C:5]([C:6]([H:10])([H:15])[H:16])([H:13])[H:14])([H:11])[H:12])([H:7])([H:8])[H:9]	68.9011052359534	-18.4120114957581	1182	Intra_RH_Add_Exocyclic	2
[C:1]([C@@:2]1([O:3][H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C:6]1=[O:7])([H:8])([H:9])[H:10]>>[C:1]([C:2](=[O:3])[C:4]([C:5]([C:6](=[O:7])[H:11])([H:14])[H:15])([H:12])[H:13])([H:8])([H:9])[H:10]	73.19172803535909	-12.1250101239478	6675	Intra_RH_Add_Exocyclic	2
[C:1]([C:2]([C@@:3]1([H:12])[O:4][C@:5]1([C:6]([H:14])([H:15])[H:16])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2]([C@@:3]([O:4][H:14])([C:5](=[C:6]([H:15])[H:16])[H:13])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9]	61.0393481244568	-2.31412644586002	5060	Intra_RH_Add_Exocyclic	2
[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[C@@:4]2([H:11])[N:5]([H:12])[C@@:6]12[H:13])[H:7]>>[O:1]=[C:2]([C@@:6]1([H:13])[C@:4]([C:3]([H:7])([H:9])[H:10])([H:11])[N:5]1[H:12])[H:8]	74.77915754972659	-16.372256690441	464	Intra_RH_Add_Exocyclic	2
[C:1]([C@@:2]1([H:10])[C@:3]([C:4]([H:12])([H:13])[H:14])([H:11])[C@:5]1([C:6]([H:16])([H:17])[H:18])[H:15])([H:7])([H:8])[H:9]>>[C:1](=[C:2]([C@@:3]([C:4]([H:12])([H:13])[H:14])([C:5]([C:6]([H:8])([H:16])[H:18])([H:15])[H:17])[H:11])[H:10])([H:7])[H:9]	91.0219378658096	-2.67483364443664	3811	Intra_RH_Add_Exocyclic	2
[O:1]([C:2]([C@@:3]1([H:9])[C:4]([H:10])([H:11])[O:5]1)([H:7])[H:8])[H:6]>>[O:1](/[C:2](=[C:3](\[C:4]([O:5][H:7])([H:10])[H:11])[H:9])[H:8])[H:6]	66.2960899084496	-12.7184447420186	4938	Intra_RH_Add_Exocyclic	2
[O:1]([C@@:2]1([H:9])[C@@:3]2([H:10])[C@@:4]3([H:11])[C:5]([H:12])([H:13])[C@:6]1([H:14])[N:7]23)[H:8]>>[O:1]=[C:2]([C@:6]1([H:14])[C:5]([H:12])([H:13])[C@:4]2([H:11])[C:3]([H:8])([H:10])[N:7]21)[H:9]	72.7010604244361	-8.82387789392117	10150	Intra_RH_Add_Exocyclic	2
[O:1]([C:2]([C:3](=[O:4])[C:5]#[C:6][H:10])([H:8])[H:9])[H:7]>>[O:1]([C@@:2]1([H:8])[C:3](=[O:4])[C:5]1=[C:6]([H:9])[H:10])[H:7]	71.5126553778175	17.2280184811653	2241	Intra_RH_Add_Exocyclic	2
[C:1]([C@@:2]1([H:11])[C@:3]([C:4]([H:13])([H:14])[H:15])([H:12])[C:5]1([C:6]([H:16])([H:17])[H:18])[C:7]([H:19])([H:20])[H:21])([H:8])([H:9])[H:10]>>[C:1]([C:2]([C:5]([C:3](=[C:4]([H:13])[H:14])[H:12])([C:6]([H:16])([H:17])[H:18])[C:7]([H:19])([H:20])[H:21])([H:8])[H:11])([H:9])([H:10])[H:15]	90.1823042634297	-1.47640793469051	9779	Intra_RH_Add_Exocyclic	2
[O:1]=[C:2]([C:3]([N:4]1[C:5]([H:10])([H:11])[C:6]1([H:12])[H:13])([H:8])[H:9])[H:7]>>[O:1]([C@:2]1([H:7])[C:3]([H:8])([H:9])[N:4]2[C@:5]1([H:11])[C:6]2([H:12])[H:13])[H:10]	83.5337858055548	13.369225474277696	4551	Intra_RH_Add_Exocyclic	2
[O:1]([C:2]([C:3](=[O:4])[C:5]#[N:6])([H:8])[H:9])[H:7]>>[O:1]1[C:2]([H:8])([H:9])[C@@:3]1([O:4][H:7])[C:5]#[N:6]	60.7680461473815	16.8442864566747	215	Intra_RH_Add_Exocyclic	2
[C:1]([C:2](=[O:3])[C@@:4]([O:5][H:12])([C:6](=[O:7])[H:13])[H:11])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([O:3][H:12])[C@@:4]([C:6](=[O:7])[H:13])([H:11])[O:5]1)([H:8])([H:9])[H:10]	56.02028461043391	17.1787982969604	10202	Intra_RH_Add_Exocyclic	2
[O:1]([C:2]1([H:9])[C:3]([H:10])([H:11])[N:4]([C:6](=[O:7])[H:14])[C:5]1([H:12])[H:13])[H:8]>>[O:1]=[C:2]([C:3]([N:4]([C:5]([H:8])([H:12])[H:13])[C:6](=[O:7])[H:14])([H:10])[H:11])[H:9]	75.5135014049723	-13.4398796231881	11461	Intra_RH_Add_Exocyclic	2
[C:1]([C:2]([C@@:3]1([H:12])[O:4][C@:5]1([C:6]([H:14])([H:15])[H:16])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1](/[C:2](=[C:3](/[C@@:5]([O:4][H:10])([C:6]([H:14])([H:15])[H:16])[H:13])[H:12])[H:11])([H:7])([H:8])[H:9]	60.752597054018494	-6.26106987171416	5063	Intra_RH_Add_Exocyclic	2
[N:1]([C:2](=[O:3])[C:4]([C:5]([O:6][H:13])([H:11])[H:12])([H:9])[H:10])([H:7])[H:8]>>[N:1]([C@@:2]1([O:3][H:12])[C:4]([H:9])([H:10])[C@@:5]1([O:6][H:13])[H:11])([H:7])[H:8]	85.94782454218469	41.4234248170949	1294	Intra_RH_Add_Exocyclic	2
[O:1]=[C:2]([C@@:3]1([H:9])[O:4][C@@:5]2([H:10])[C:6]([H:11])([H:12])[C@@:7]12[H:13])[H:8]>>[O:1]([C@:2]1([H:8])[C@@:3]2([H:9])[O:4][C@@:5]3([H:10])[C@:6]1([H:11])[C@@:7]23[H:13])[H:12]	90.4715243283161	20.0857810674212	8763	Intra_RH_Add_Exocyclic	2
[C:1]([C:2]([C:3]#[C:4][C:5]([H:11])([H:12])[H:13])([H:9])[H:10])([H:6])([H:7])[H:8]>>[C:1]1([H:7])([H:8])[C:2]([H:9])([H:10])[C:3]1=[C:4]([C:5]([H:11])([H:12])[H:13])[H:6]	100.897229869787	4.9529165568846505	2832	Intra_RH_Add_Exocyclic	2
[C:1]([C@@:2]([O:3][H:12])([C@@:4]([O:5][H:14])([C:6](=[O:7])[H:15])[H:13])[H:11])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]([O:3][H:12])([C@@:4]1([H:13])[O:5][C@@:6]1([O:7][H:14])[H:15])[H:11])([H:8])([H:9])[H:10]	53.478072525105	16.0606475779481	9718	Intra_RH_Add_Exocyclic	2
[C:1]([C:2]([C:3]#[C:4][C:5]([O:6][H:14])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]1([H:7])([H:8])[C:2]([H:10])([H:11])[C:3]1=[C:4]([C:5]([O:6][H:14])([H:12])[H:13])[H:9]	99.2243326846582	2.6732938288313	556	Intra_RH_Add_Exocyclic	2
[C:1]([C@@:2]1([H:10])[O:3][C:4]([H:11])([H:12])[C:5]1=[O:6])([H:7])([H:8])[H:9]>>[C:1](=[C:2]([O:3][C:4]([C:5](=[O:6])[H:8])([H:11])[H:12])[H:10])([H:7])[H:9]	79.1497594370775	8.17626825073745	2634	Intra_RH_Add_Exocyclic	2
[C:1]([C:2]1([C:3]([H:10])([H:11])[H:12])[C:4]([H:13])([H:14])[C@:5]1([O:6][H:16])[H:15])([H:7])([H:8])[H:9]>>[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])([C:4]([H:13])([H:14])[H:16])[C:5](=[O:6])[H:15])([H:7])([H:8])[H:9]	68.5389234788947	-18.984889169804607	4726	Intra_RH_Add_Exocyclic	2
[O:1]([C:2]([C@@:3]([O:4][H:11])([C:5](=[O:6])[H:12])[H:10])([H:8])[H:9])[H:7]>>[O:1]1[C:2]([H:8])([H:9])[C@:3]([O:4][H:11])([H:10])[C@:5]1([O:6][H:7])[H:12]	50.66525570784229	13.368049758773198	4255	Intra_RH_Add_Exocyclic	2
[C:1]([C:2]([C:3]([N:4]([C:5](=[O:6])[C:7]([H:16])([H:17])[H:18])[H:15])([H:13])[H:14])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([C@:2]1([H:11])[C:3]([H:13])([H:14])[N:4]([H:15])[C@@:5]1([O:6][H:12])[C:7]([H:16])([H:17])[H:18])([H:8])([H:9])[H:10]	94.75816675831172	29.2451172490878	8240	Intra_RH_Add_Exocyclic	2
[C:1](#[C:2][C:3]([C@@:4]1([H:10])[C:5]([H:11])([H:12])[O:6]1)([H:8])[H:9])[H:7]>>[C:1](#[C:2]/[C:3](=[C:4](/[C:5]([O:6][H:8])([H:11])[H:12])[H:10])[H:9])[H:7]	57.9784014027436	-8.93939928525608	3622	Intra_RH_Add_Exocyclic	2
[C:1]([C@@:2]1([H:11])[O:3][C:4]([H:12])([H:13])[C@@:5]2([H:14])[C:6]([H:15])([H:16])[C@@:7]12[H:17])([H:8])([H:9])[H:10]>>[C:1](=[C:2]([C@@:7]1([H:17])[C@:5]([C:4]([O:3][H:8])([H:12])[H:13])([H:14])[C:6]1([H:15])[H:16])[H:11])([H:9])[H:10]	67.25187782935039	16.5425692812071	6902	Intra_RH_Add_Exocyclic	2
